index|word_index|ja|hrkt|latn|en|image|sound
141|70|その子は日本語が<b>分からない</b>。|その こ は にほん ご が <b>わからない</b>。|sono ko ha nihon go ga <b>wakaranai</b>.|That kid doesn't understand Japanese.|sentence_141.jpg|sentence_141.mp3
142|71|彼の家はとても<b>広い</b>。|かれ の いえ は とても <b>ひろい</b>。|kare no ie ha totemo <b>hiroi</b>.|His house is very big.|sentence_142.jpg|sentence_142.mp3
143|71|海は<b>広くて</b>大きい。|うみ は <b>ひろくて</b> おおきい。|umi ha <b>hirokute</b> ookii.|The sea is vast and wide.|sentence_143.jpg|sentence_143.mp3
144|72|グラスの<b>数</b>が足りません。|グラス の <b>かず</b> が たりません。|gurasu no <b>kazu</b> ga tarimasen.|We don't have enough number of glasses.|sentence_144.jpg|sentence_144.mp3
145|72|いすの<b>数</b>を数えてください。|いす の <b>かず</b> を かぞえて ください。|isu no <b>kazu</b> wo kazoete kudasai.|Please count the number of chairs.|sentence_145.jpg|sentence_145.mp3
146|73|駅はここから<b>近い</b>です。|えき は ここ から <b>ちかい</b> です。|eki ha koko kara <b>chikai</b> desu.|The station is near here.|sentence_146.jpg|sentence_146.mp3
147|73|そのホテルは空港から<b>近い</b>ですか。|その ホテル は くうこう から <b>ちかい</b> です か。|sono hoteru ha kuukou kara <b>chikai</b> desu ka.|Is the hotel close to the airport?||sentence_147.mp3
148|74|<b>そこ</b>に座ってください。|<b>そこ</b> に すわって ください。|<b>soko</b> ni suwatte kudasai.|Please sit there.|sentence_148.jpg|sentence_148.mp3
149|74|<b>そこ</b>を左に曲がってください。|<b>そこ</b> を ひだり に まがって ください。|<b>soko</b> wo hidari ni magatte kudasai.|Please turn left there.|sentence_149.jpg|sentence_149.mp3
150|75|彼は毎晩3キロ<b>走って</b>います。|かれ は まいばん 3 キロ <b>はしって</b> います。|kare ha maiban 3 kiro <b>hashitte</b> imasu.|Every night he runs three kilometers.|sentence_150.jpg|sentence_150.mp3
151|75|彼は<b>走る</b>のが速い。|かれ は <b>はしる</b> の が はやい。|kare ha <b>hashiru</b> no ga hayai.|He runs fast.|sentence_151.jpg|sentence_151.mp3
152|76|彼はかばんに手帳を<b>入れた</b>。|かれ は かばん に てちょう を <b>いれた</b>。|kare ha kaban ni techou wo <b>ireta</b>.|He put the notebook in his bag.|sentence_152.jpg|sentence_152.mp3
153|76|コーヒーに砂糖は<b>入れます</b>か。|コーヒー に さとう は <b>いれます</b> か。|ko-hi- ni satou ha <b>iremasu</b> ka.|Do you want sugar in your coffee?|sentence_153.jpg|sentence_153.mp3
154|77|彼は数学を<b>教えて</b>います。|かれ は すうがく を <b>おしえて</b> います。|kare ha suugaku wo <b>oshiete</b> imasu.|He teaches mathematics.|sentence_154.jpg|sentence_154.mp3
155|77|あなたの名前を<b>教えて</b>ください。|あなた の なまえ を <b>おしえて</b> ください。|anata no namae wo <b>oshiete</b> kudasai.|Please tell me your name.|sentence_155.jpg|sentence_155.mp3
156|78|駅まで<b>歩きましょう</b>。|えき まで <b>あるきましょう</b>。|eki made <b>arukimashou</b>.|Let's walk to the station.|sentence_156.jpg|sentence_156.mp3
157|78|私は森を<b>歩く</b>のが好きです。|わたし は もり を  <b>あるく</b> の が すき です。|watashi ha mori wo  <b>aruku</b> no ga suki desu.|I like to walk in the forest.|sentence_157.jpg|sentence_157.mp3
158|79|また<b>会いましょう</b>。|また <b>あいましょう</b>。|mata <b>aimashou</b>.|Let's meet again.|sentence_158.jpg|sentence_158.mp3
159|79|昨日おじさんに<b>会いました</b>。|きのう おじさん に <b>あいました</b>。|kinou ojisan ni <b>aimashita</b>.|I met my uncle yesterday.|sentence_159.jpg|sentence_159.mp3
160|80|彼に手紙を<b>書きました</b>。|かれ に てがみ を <b>かきました</b>。|kare ni tegami wo <b>kakimashita</b>.|I wrote him a letter.|sentence_160.jpg|sentence_160.mp3
161|80|お名前をカタカナで<b>書いて</b>ください。|おなまえ を カタカナ で <b>かいて</b> ください。|onamae wo katakana de <b>kaite</b> kudasai.|Please write your name in katakana.|sentence_161.jpg|sentence_161.mp3
162|81|今朝から<b>頭</b>が痛い。|けさ から <b>あたま</b> が いたい。|kesa kara <b>atama</b> ga itai.|I've had a headache since this morning.|sentence_162.jpg|sentence_162.mp3
163|81|彼はすごく<b>頭</b>がいいです。|かれ は すごく <b>あたま</b> が いい です。|kare ha sugoku <b>atama</b> ga ii desu.|He is very smart.||sentence_163.mp3
164|82|彼は家を<b>売った</b>。|かれ は いえ を <b>うった</b>。|kare ha ie wo <b>utta</b>.|He sold the house.|sentence_164.jpg|sentence_164.mp3
165|82|私は、古い本を<b>売りました</b>。|わたし は、ふるい ほん を <b>うりました</b>。|watashi ha,furui hon wo <b>urimashita</b>.|I sold old books.||sentence_165.mp3
166|83|私は犬が<b>大好き</b>だ。|わたし は いぬ が <b>だいすき</b> だ。|watashi ha inu ga <b>daisuki</b> da.|I like dogs a lot.|sentence_166.jpg|sentence_166.mp3
167|83|私は夏が<b>大好き</b>。|わたし は なつ が <b>だいすき</b>。|watashi ha natsu ga <b>daisuki</b>.|I just love summer.|sentence_167.jpg|sentence_167.mp3
168|84|私は<b>体</b>が丈夫だ。|わたし は <b>からだ</b> が じょうぶ だ。|watashi ha <b>karada</b> ga joubu da.|I'm physically strong.|sentence_168.jpg|sentence_168.mp3
169|84|タバコは<b>体</b>に悪い。|タバコ は <b>からだ</b> に わるい。|tabako ha <b>karada</b> ni warui.|Cigarettes are bad for your health.|sentence_169.jpg|sentence_169.mp3
170|85|<b>直ぐ</b>行きます。|<b>すぐ</b> いきます。|<b>sugu</b> ikimasu.|I'll go right away.|sentence_170.jpg|sentence_170.mp3
171|85|<b>直ぐ</b>来てください。|<b>すぐ</b> きて ください。|<b>sugu</b> kite kudasai.|Please come at once.||sentence_171.mp3
172|86|鳥が<b>飛んで</b>います。|とり が <b>とんで</b> います。|tori ga <b>tonde</b> imasu.|There's a bird flying.|sentence_172.jpg|sentence_172.mp3
173|86|飛行機が山の向こうへ<b>飛んで</b>いきました。|ひこうき が やま の むこう へ <b>とんで</b> いきました。|hikouki ga yama no mukou he <b>tonde</b> ikimashita.|An airplane flew beyond the mountain.||sentence_173.mp3
174|87|この本は<b>とても</b>おもしろい。|この ほん は <b>とても</b> おもしろい。|kono hon ha <b>totemo</b> omoshiroi.|This book is very interesting.|sentence_174.jpg|sentence_174.mp3
175|87|このスープは<b>とても</b>熱い。|この スープ は <b>とても</b> あつい。|kono su-pu ha <b>totemo</b> atsui.|This soup is very hot.|sentence_175.jpg|sentence_175.mp3
176|88|<b>誰</b>と会ってみたいですか。|<b>だれ</b> と あって みたい です か。|<b>dare</b> to atte mitai desu ka.|Who would you like to meet?|sentence_176.jpg|sentence_176.mp3
177|88|<b>誰</b>もその話を知らない。|<b>だれ</b> も その はなし を しらない。|<b>dare</b> mo sono hanashi wo shiranai.|No one knows that story.|sentence_177.jpg|sentence_177.mp3
178|89|私はワインが<b>好き</b>です。|わたし は ワイン が <b>すき</b> です。|watashi ha wain ga <b>suki</b> desu.|I like wine.|sentence_178.jpg|sentence_178.mp3
179|89|子供はカレーライスが<b>好き</b>です。|こども は カレーライス が <b>すき</b> です。|kodomo ha kare-raisu ga <b>suki</b> desu.|Kids like curry and rice.|sentence_179.jpg|sentence_179.mp3
180|90|彼女は雑誌を<b>読んで</b>います。|かのじょ は ざっし を <b>よんで</b> います。|kanojo ha zasshi wo <b>yonde</b> imasu.|She's reading a magazine.|sentence_180.jpg|sentence_180.mp3
181|90|テキストを<b>読んで</b>ください。|テキスト を <b>よんで</b> ください。|tekisuto wo <b>yonde</b> kudasai.|Please read the textbook.|sentence_181.jpg|sentence_181.mp3
182|91|<b>次</b>はいつ会いましょうか。|<b>つぎ</b> は いつ あいましょう か。|<b>tsugi</b> ha itsu aimashou ka.|When shall we meet again?|sentence_182.jpg|sentence_182.mp3
183|91|<b>次</b>の駅で降ります。|<b>つぎ</b> の えき で おります。|<b>tsugi</b> no eki de orimasu.|I get off at the next station.|sentence_183.jpg|sentence_183.mp3
184|92|これは<b>あなた</b>の鞄ですか。|これ は <b>あなた</b> の かばん です か。|kore ha <b>anata</b> no kaban desu ka.|Is this your bag?|sentence_184.jpg|sentence_184.mp3
185|92|<b>あなた</b>の名前を教えてください。|<b>あなた</b> の なまえ を おしえて ください。|<b>anata</b> no namae wo oshiete kudasai.|Please tell me your name.|sentence_185.jpg|sentence_185.mp3
186|93|友達とお酒を<b>飲んで</b>います。|ともだち と おさけ を <b>のんで</b> います。|tomodachi to osake wo <b>nonde</b> imasu.|I'm drinking sake with my friend.|sentence_186.jpg|sentence_186.mp3
187|93|ワインを少し<b>飲みました</b>。|ワイン を すこし <b>のみました</b>。|wain wo sukoshi <b>nomimashita</b>.|I drank a little wine.|sentence_187.jpg|sentence_187.mp3
188|94|私は<b>古い</b>車が好きです。|わたし は <b>ふるい</b> くるま が すき です。|watashi ha <b>furui</b> kuruma ga suki desu.|I like old cars.|sentence_188.jpg|sentence_188.mp3
189|94|あそこに<b>古い</b>お寺があります。|あそこ に <b>ふるい</b> おてら が あります。|asoko ni <b>furui</b> otera ga arimasu.|There's an old temple there.|sentence_189.jpg|sentence_189.mp3
190|95|<b>質問</b>のある方はどうぞ。|<b>しつもん</b> の ある かた は どうぞ。|<b>shitsumon</b> no aru kata ha douzo.|Please feel free to ask any questions.|sentence_190.jpg|sentence_190.mp3
191|95|<b>質問</b>は何ですか。|<b>しつもん</b> は なん です か。|<b>shitsumon</b> ha nan desu ka.|What's your question?|sentence_191.jpg|sentence_191.mp3
192|96|<b>今日</b>は仕事がありません。|<b>きょう</b> は しごと が ありません。|<b>kyou</b> ha shigoto ga arimasen.|I don't have work today.|sentence_192.jpg|sentence_192.mp3
193|96|<b>今日</b>は風が強いです。|<b>きょう</b> は かぜ が つよい です。|<b>kyou</b> ha kaze ga tsuyoi desu.|The wind is strong today.|sentence_193.jpg|sentence_193.mp3
194|97|私には<b>友達</b>がたくさんいます。|わたし に は <b>ともだち</b> が たくさん います。|watashi ni ha <b>tomodachi</b> ga takusan imasu.|I have a lot of friends.|sentence_194.jpg|sentence_194.mp3
195|97|<b>友達</b>とキャンプに行った。|<b>ともだち</b> と キャンプ に いった。|<b>tomodachi</b> to kyanpu ni itta.|I went camping with my friend.|sentence_195.jpg|sentence_195.mp3
196|98|まだ学校へ行くには<b>早い</b>時間です。|まだ がっこう へ いく に は <b>はやい</b> じかん です。|mada gakkou he iku ni ha <b>hayai</b> jikan desu.|It's still too early to go to school.|sentence_196.jpg|sentence_196.mp3
197|98|朝<b>早い</b>電車で行きましょう。|あさ <b>はやい</b> でんしゃ で いきましょう。|asa <b>hayai</b> densha de ikimashou.|Let's take an early-morning train.||sentence_197.mp3
198|99|この中で<b>どれ</b>が好きですか。|この なか で <b>どれ</b> が すき です か。|kono naka de <b>dore</b> ga suki desu ka.|Which of these do you like?|sentence_198.jpg|sentence_198.mp3
199|99|ソースは<b>どれ</b>ですか。|ソース は <b>どれ</b> です か。|so-su ha <b>dore</b> desu ka.|Which one is the sauce?|sentence_199.jpg|sentence_199.mp3
200|100|この絵は<b>美しい</b>です。|この え は <b>うつくしい</b> です。|kono e ha <b>utsukushii</b> desu.|This picture is beautiful.|sentence_200.jpg|sentence_200.mp3
201|100|今夜は星がとても<b>美しい</b>。|こんや は ほし が とても <b>うつくしい</b>。|kon'ya ha hoshi ga totemo <b>utsukushii</b>.|The stars are very beautiful tonight.||sentence_201.mp3
202|101|彼女は<b>いつも</b>元気だ。|かのじょ は <b>いつも</b> げんき だ。|kanojo ha <b>itsumo</b> genki da.|She's always full of energy.|sentence_202.jpg|sentence_202.mp3
203|101|朝ご飯には<b>いつも</b>パンを食べる。|あさ ごはん に は <b>いつも</b> パン を たべる。|asa gohan ni ha <b>itsumo</b> pan wo taberu.|I always eat bread for breakfast.|sentence_203.jpg|sentence_203.mp3
204|102|彼は<b>足</b>が長い。|かれ は <b>あし</b> が ながい。|kare ha <b>ashi</b> ga nagai.|He has long legs.|sentence_204.jpg|sentence_204.mp3
205|102|彼女は<b>足</b>が太い。|かのじょ は <b>あし</b> が ふとい。|kanojo ha <b>ashi</b> ga futoi.|She has fat legs.|sentence_205.jpg|sentence_205.mp3
206|103|明日、6時に<b>起こして</b>ください。|あす 6 じ に <b>おこして</b> ください。|asu 6 ji ni <b>okoshite</b> kudasai.|Please wake me up tomorrow at six o'clock.|sentence_206.jpg|sentence_206.mp3
207|103|私は、毎朝7時に息子を<b>起こします</b>。|わたし は、まいあさ 7 じ に むすこ を <b>おこします</b>。|watashi ha,maiasa 7 ji ni musuko wo <b>okoshimasu</b>.|Every morning I wake my son up at seven.||sentence_207.mp3
208|104|その写真を<b>見せて</b>ください。|その しゃしん を <b>みせて</b> ください。|sono shashin wo <b>misete</b> kudasai.|Please show me those pictures.|sentence_208.jpg|sentence_208.mp3
209|104|去年のデータを<b>見せて</b>ください。|きょねん の データ を <b>みせて</b> ください。|kyonen no de-ta wo <b>misete</b> kudasai.|Please show me last year's data.|sentence_209.jpeg|sentence_209.mp3
210|105|私の<b>娘</b>はアメリカにいます。|わたし の <b>むすめ</b> は アメリカ に います。|watashi no <b>musume</b> ha amerika ni imasu.|My daughter is in the United States.|sentence_210.jpg|sentence_210.mp3
211|105|<b>娘</b>がピンクのドレスを着ている。|<b>むすめ</b> が ピンク の ドレス を きて いる。|<b>musume</b> ga pinku no doresu wo kite iru.|My daughter is wearing a pink dress.|sentence_211.jpg|sentence_211.mp3
212|106|今日は一人の時間を<b>楽しみたい</b>。|きょう は ひとり の じかん を <b>たのしみたい</b>。|kyou ha hitori no jikan wo <b>tanoshimitai</b>.|Today I want to enjoy some time to myself.|sentence_212.jpg|sentence_212.mp3
213|106|日本の生活を<b>楽しんで</b>ください。|にほん の せいかつ を <b>たのしんで</b> ください。|nihon no seikatsu wo <b>tanoshinde</b> kudasai.|Please enjoy your life in Japan.||sentence_213.mp3
214|107|すてきな<b>色</b>のセーターですね。|すてきな <b>いろ</b> の セーター です ね。|sutekina <b>iro</b> no se-ta- desu ne.|I like the color of your sweater.|sentence_214.jpg|sentence_214.mp3
215|107|どっちの<b>色</b>が好きですか。|どっち の <b>いろ</b> が すき です か。|docchi no <b>iro</b> ga suki desu ka.|Which color do you like?|sentence_215.jpg|sentence_215.mp3
216|108|<b>みんな</b>にお菓子をあげましょう。|<b>みんな</b> に おかし を あげましょう。|<b>minna</b> ni okashi wo agemashou.|Let's give everyone some sweets.|sentence_216.jpg|sentence_216.mp3
